userid,joindate,courseid
9233,2021-05-26,104
3176,2022-05-12,74
233,2021-09-23,496
9103,2024-04-16,228
2327,2023-11-23,329
706,2020-02-11,921
5194,2024-06-28,823
1263,2021-03-09,189
5917,2023-10-12,184
589,2023-05-29,23
1587,2023-04-27,294
4183,2024-01-06,178
7042,2024-08-03,124
477,2021-09-18,909
5476,2021-04-24,606
1083,2020-11-05,30
3333,2020-09-18,905
8759,2024-05-16,300
2618,2021-03-16,775
8423,2023-06-30,364
2500,2021-06-24,885
7032,2020-11-05,89
9643,2023-09-18,972
8798,2022-04-10,789
8641,2023-06-18,430
7602,2022-07-23,455
7124,2024-06-05,793
4164,2021-06-24,627
505,2023-08-08,90
2167,2022-03-11,136
8130,2024-02-14,237
3899,2020-01-05,441
5986,2022-09-23,894
8644,2022-05-21,890
2988,2021-08-22,179
5056,2020-03-14,841
4206,2020-08-01,642
8477,2021-04-09,994
7299,2021-03-15,44
2533,2022-08-15,732
9863,2021-03-09,548
1857,2023-08-03,582
9507,2020-06-03,521
8942,2020-03-16,200
2253,2022-01-20,755
4504,2022-07-07,826
6653,2023-02-28,526
7004,2020-11-30,25
6071,2020-07-25,91
3625,2022-08-11,893
2704,2021-04-11,171
3867,2021-07-19,556
7520,2022-01-05,86
1071,2023-08-13,315
8490,2023-11-01,224
3936,2023-05-15,252
1189,2024-11-23,863
3327,2024-01-15,286
2584,2023-12-06,600
8548,2023-09-01,61
6445,2022-08-28,304
6763,2022-02-23,554
7568,2021-08-03,137
6080,2021-02-14,843
4507,2023-01-15,246
8551,2021-07-09,804
7803,2021-09-04,102
428,2022-04-14,190
683,2020-05-08,760
2033,2024-08-13,116
1194,2020-03-19,814
3725,2024-09-09,999
5668,2022-01-21,101
2017,2020-09-30,130
9223,2023-04-16,647
2832,2023-04-10,141
2011,2024-03-10,879
9965,2022-11-29,245
9051,2020-02-06,329
2921,2020-03-08,301
3007,2022-01-16,520
5750,2021-02-13,687
3904,2023-01-15,722
7691,2020-06-25,50
9687,2021-04-02,717
9765,2022-04-21,811
8188,2022-03-18,221
7858,2021-11-22,490
41,2023-04-15,955
2156,2023-06-30,34
223,2020-10-28,731
9491,2023-07-10,466
7067,2020-09-10,240
423,2023-09-23,373
5815,2022-07-29,92
7966,2021-06-28,100
1621,2023-04-12,814
2935,2021-11-27,569
6465,2021-01-07,811
4429,2021-05-19,726
2602,2022-03-07,824
9890,2023-01-25,12
7008,2022-01-08,355
5874,2020-09-20,643
1360,2022-05-14,415
7700,2024-07-20,594
8561,2022-08-21,663
5263,2021-11-02,332
4209,2021-07-27,979
8842,2021-10-13,512
3573,2023-01-15,524
752,2020-09-09,486
1891,2023-07-20,151
8900,2022-04-23,795
4927,2022-11-01,936
6642,2020-10-16,597
5209,2024-09-01,743
4322,2020-01-07,544
2363,2021-11-29,21
3432,2024-11-18,79
1782,2021-06-20,143
6254,2024-06-15,28
5751,2020-05-03,984
4532,2020-04-08,866
8497,2024-01-01,995
1805,2023-10-15,656
2583,2023-02-16,4
7867,2023-06-25,280
8114,2022-02-08,724
5234,2023-05-02,411
839,2020-07-23,304
1379,2022-04-05,236
7805,2023-02-15,44
4262,2022-10-03,333
3371,2020-04-09,852
3681,2024-05-15,81
2994,2020-09-03,643
278,2023-04-22,769
4591,2024-02-08,295
5762,2021-06-08,202
3450,2024-02-06,586
673,2020-01-06,192
9231,2020-10-03,247
4368,2020-09-09,216
857,2022-03-06,339
8641,2024-03-07,199
5006,2021-12-29,743
1747,2024-11-21,814
5740,2021-03-25,280
9389,2022-03-04,436
7217,2024-09-06,227
4600,2021-12-02,219
706,2020-12-10,793
1173,2024-02-07,859
1133,2021-07-16,975
7330,2020-07-09,589
3507,2023-02-27,840
1232,2022-09-15,438
3906,2020-02-15,621
6269,2022-12-17,815
1165,2020-05-16,519
1905,2021-03-18,984
541,2023-09-13,293
5559,2021-03-30,709
8182,2022-03-06,823
2543,2022-08-07,45
8839,2023-07-24,26
7693,2022-06-23,766
517,2020-01-08,819
1779,2024-01-11,318
8625,2021-04-10,751
2067,2020-11-24,722
1950,2024-09-11,443
5219,2022-02-07,293
937,2022-12-19,918
4935,2024-08-09,638
7583,2023-08-31,983
9704,2020-03-18,105
3255,2023-03-06,671
1537,2022-10-14,452
8402,2023-03-25,583
5851,2021-04-10,455
470,2023-03-23,98
1753,2021-02-19,326
2110,2021-10-14,211
9934,2024-03-20,69
4847,2022-11-10,964
192,2024-07-03,172
3917,2021-09-09,871
4246,2023-02-22,765
7855,2021-06-24,633
8525,2023-12-26,440
4914,2022-08-01,623
64,2024-07-04,716
7422,2021-07-13,624
3798,2022-12-21,970
306,2020-09-04,134
5401,2022-03-18,135
6537,2021-02-12,11
6138,2020-01-15,244
2589,2022-08-13,18
7346,2020-11-18,464
4440,2023-02-23,434
6289,2021-11-01,384
6213,2021-02-19,148
1984,2023-02-26,938
6709,2022-11-20,996
5312,2023-07-07,56
9837,2020-11-07,58
7382,2023-03-25,156
2917,2023-07-06,350
3117,2024-07-21,677
4297,2023-02-11,336
8265,2021-10-23,742
8226,2022-03-16,269
7999,2020-10-03,722
2245,2024-11-07,576
1426,2021-04-16,624
569,2022-08-19,199
8520,2023-01-18,27
2123,2024-11-06,225
6704,2021-08-31,850
3257,2020-05-12,783
2967,2024-04-19,633
9703,2021-05-11,562
4291,2021-03-03,535
8935,2021-05-03,644
7700,2024-11-17,22
371,2024-06-21,908
5267,2021-03-25,104
6495,2022-04-13,191
3794,2022-11-02,181
2883,2023-07-01,152
1505,2022-05-05,888
2190,2024-01-02,496
5400,2023-12-07,977
7697,2024-08-15,323
4362,2022-08-23,50
6621,2022-04-13,382
5858,2020-05-23,1000
8037,2024-04-02,530
8546,2021-04-26,147
4945,2023-10-24,352
5746,2023-09-15,236
303,2024-09-05,680
4854,2020-03-13,913
8469,2024-01-09,975
3996,2023-10-28,585
6394,2020-10-25,404
7098,2020-02-15,219
9772,2020-06-10,845
732,2020-01-02,762
4342,2020-06-15,635
7835,2020-11-07,570
7684,2020-01-31,565
6253,2024-11-03,46
3656,2020-01-03,913
8851,2021-02-15,498
4091,2023-02-17,613
8638,2021-04-07,287
2738,2021-05-19,503
4671,2020-02-04,160
3772,2022-12-27,711
1592,2023-08-11,738
1154,2020-04-28,788
1412,2023-09-22,494
6954,2024-11-20,103
9941,2024-02-19,749
5738,2024-10-09,132
4959,2024-03-03,47
4980,2023-10-19,698
387,2023-06-08,709
5456,2022-09-18,410
5174,2023-03-24,124
563,2020-08-03,755
7300,2020-03-27,550
7413,2020-12-15,525
8599,2021-03-09,676
6928,2023-05-14,639
416,2024-07-30,947
8397,2020-09-11,533
769,2020-02-12,156
8299,2023-07-25,150
1526,2021-05-31,340
5263,2021-09-02,782
8711,2024-08-22,384
8998,2020-07-09,736
3743,2020-02-17,103
2926,2024-11-21,326
493,2022-10-07,320
9560,2022-01-30,759
1717,2021-01-08,116
7371,2022-06-25,911
6370,2021-01-31,553
9991,2020-12-23,357
9780,2024-02-04,772
5529,2021-06-21,870
1305,2023-12-22,630
9267,2022-01-18,738
7145,2024-05-21,935
2482,2020-08-27,767
6700,2022-05-31,539
9588,2024-05-25,666
3800,2021-09-01,490
7574,2022-09-19,427
199,2023-12-12,703
18,2020-10-26,912
6957,2024-03-22,399
3520,2023-01-15,271
8798,2024-11-13,516
4068,2024-06-20,879
8440,2022-10-02,160
9705,2022-06-01,396
3600,2024-08-14,495
5213,2022-04-25,15
1032,2022-03-21,800
5699,2023-12-19,196
9627,2024-01-19,789
5005,2023-06-28,254
8951,2024-03-20,943
9029,2024-09-30,329
422,2022-01-05,230
1321,2022-09-12,814
7715,2023-08-03,365
5671,2022-11-02,812
1749,2021-10-07,557
8636,2022-06-08,592
3632,2020-11-04,786
2762,2023-04-11,287
9904,2020-02-02,127
3013,2020-03-14,643
6806,2021-08-02,392
9339,2020-08-25,67
1093,2021-12-05,648
5544,2023-08-30,790
9356,2021-01-12,709
9922,2020-03-23,82
9543,2020-12-17,798
7541,2024-03-14,516
4391,2023-06-04,121
6823,2020-04-11,990
3474,2021-12-14,491
4164,2021-03-11,921
3693,2020-01-28,153
3510,2022-01-06,810
3683,2022-01-02,925
3442,2023-12-25,334
3650,2022-03-27,173
7327,2020-11-13,827
3841,2022-09-15,583
5223,2020-05-08,269
3793,2023-05-15,891
6700,2023-10-23,696
195,2020-08-31,308
617,2020-02-02,582
547,2021-12-16,417
2056,2021-06-18,707
2497,2021-04-02,939
6424,2023-01-02,609
8123,2020-05-06,418
5590,2022-04-13,6
2616,2024-07-04,396
5051,2020-04-28,321
7523,2022-02-28,996
8405,2020-12-22,618
6027,2024-06-14,60
9771,2020-03-02,201
2237,2024-02-04,28
6797,2024-06-20,290
4757,2022-08-09,958
1159,2021-06-06,82
8716,2021-01-31,614
5329,2021-06-29,829
3219,2020-08-17,462
280,2022-09-22,935
6404,2022-07-16,168
5010,2024-08-02,468
7593,2021-08-10,923
6270,2022-04-07,397
5518,2020-09-14,137
1348,2020-12-21,676
1392,2022-10-22,431
8576,2023-06-28,532
3447,2024-09-01,848
8073,2023-04-29,245
7637,2020-07-15,957
6711,2020-01-08,372
8877,2022-09-01,48
9767,2024-01-13,369
1705,2020-02-04,88
4440,2023-03-14,542
2179,2024-08-12,45
2054,2023-08-31,588
4849,2022-01-25,703
6750,2023-04-10,820
4761,2024-10-04,636
6180,2023-11-09,524
5082,2021-04-24,722
3284,2021-10-14,98
7022,2020-09-21,221
4097,2022-12-08,487
6023,2023-07-25,590
8206,2020-07-21,103
452,2020-03-23,764
3818,2021-04-04,278
8202,2022-10-07,639
5332,2022-02-25,120
3415,2023-11-22,524
6649,2020-04-28,312
8900,2024-05-03,960
9578,2024-05-22,60
1203,2023-03-05,945
2432,2023-07-29,719
6923,2022-02-14,757
827,2020-09-23,464
9549,2024-05-06,952
5565,2023-08-29,427
1103,2024-04-09,30
7336,2023-01-02,306
9578,2020-04-08,205
6005,2022-01-27,573
9826,2023-04-21,78
9496,2021-08-31,662
6787,2023-01-23,629
132,2022-06-10,576
8385,2023-01-04,82
2447,2021-11-20,419
404,2023-03-31,929
206,2021-09-20,444
190,2023-12-01,202
2132,2023-10-05,656
549,2021-10-24,568
9647,2022-08-08,290
451,2021-06-12,394
6848,2024-03-11,765
6292,2021-01-02,172
5916,2023-09-13,76
4550,2024-05-29,140
1886,2022-06-08,645
2642,2020-06-04,486
9760,2022-02-21,563
3877,2022-08-30,537
5258,2021-06-06,417
2624,2023-07-02,528
1473,2021-03-09,880
9300,2021-01-30,887
1765,2023-11-26,394
221,2022-11-17,644
3000,2022-03-23,235
2917,2024-07-23,650
2739,2023-11-14,460
6574,2022-09-03,11
8929,2021-10-15,628
3146,2020-07-31,814
3685,2021-08-15,650
9587,2023-03-30,806
6238,2021-07-10,674
8069,2023-05-12,94
1463,2023-03-31,80
9979,2020-02-05,455
6773,2022-08-25,653
3987,2021-07-26,518
774,2021-10-10,398
9774,2022-01-21,450
6972,2023-04-11,240
1089,2020-04-27,267
7803,2021-11-09,956
5989,2020-06-13,487
8416,2020-03-29,953
7933,2021-08-28,441
16,2020-01-11,807
8281,2023-11-01,860
7736,2023-06-26,643
1646,2022-01-06,314
2586,2020-12-16,604
4236,2021-07-13,711
8292,2021-01-17,698
6866,2024-09-17,1000
132,2020-08-08,858
662,2023-06-19,982
8264,2024-06-19,174
6045,2024-05-15,106
9862,2021-05-22,937
912,2022-07-13,840
101,2021-11-28,403
6456,2024-12-04,643
4945,2020-10-01,194
8464,2023-08-09,757
3196,2022-10-28,487
5521,2021-06-07,664
8225,2023-04-13,536
3875,2023-05-21,289
6425,2022-03-01,311
9088,2021-09-04,970
5223,2021-04-23,652
9118,2022-04-18,893
8736,2022-09-26,118
3141,2020-06-24,131
8119,2022-03-27,906
5250,2020-02-20,116
8572,2020-03-17,266
3164,2023-06-13,198
5752,2022-03-28,979
250,2021-04-17,123
2059,2023-06-15,876
1740,2023-04-16,435
316,2021-06-12,207
2972,2024-04-27,613
7400,2020-10-15,444
1147,2020-05-15,71
8630,2024-02-20,645
9652,2024-07-08,303
8949,2022-05-28,680
8170,2023-11-02,166
89,2022-12-17,545
2926,2020-09-26,3
2028,2024-08-06,77
9896,2021-02-13,708
1,2022-02-17,377
7849,2022-04-09,127
5374,2020-12-04,680
3023,2022-03-25,400
3335,2020-06-13,740
8396,2022-01-29,924
5119,2024-06-29,782
6644,2021-11-23,187
7419,2020-09-19,804
2045,2023-09-29,882
7219,2022-01-14,424
1000,2021-09-22,224
7827,2023-02-21,275
9806,2020-08-28,385
2070,2020-07-16,655
2804,2024-04-23,788
889,2023-09-25,446
4854,2020-07-07,961
3934,2021-05-13,129
309,2024-09-11,239
1738,2023-08-08,571
478,2022-09-03,72
4677,2024-04-12,66
8689,2021-06-01,41
3886,2023-01-21,985
191,2020-02-22,814
1564,2021-10-13,343
9135,2021-03-14,223
3678,2024-03-28,143
6917,2020-05-10,165
5547,2022-11-07,882
6564,2021-01-17,550
4163,2021-04-19,956
9073,2021-08-12,845
7167,2020-12-26,304
6145,2020-04-15,236
1011,2023-12-22,630
333,2024-11-14,113
9473,2024-04-14,373
9647,2021-04-14,222
5071,2021-02-20,500
1959,2022-08-22,899
2872,2021-01-01,606
2023,2022-02-18,197
2598,2024-08-28,144
6473,2020-08-17,56
9549,2023-01-03,842
566,2020-07-06,917
6028,2023-04-05,646
4868,2021-11-20,197
3179,2023-07-06,719
3309,2020-09-19,845
2917,2020-12-09,534
193,2023-04-14,796
3269,2024-06-13,841
5565,2023-04-18,116
1568,2022-09-16,161
1827,2020-10-03,497
4647,2024-10-20,980
2716,2021-05-28,309
1673,2023-02-23,393
6129,2022-12-16,352
903,2024-09-21,934
4569,2021-01-02,477
4499,2022-03-30,977
9227,2020-03-24,587
9422,2022-04-20,550
7760,2022-03-26,229
4931,2020-02-03,297
7336,2023-06-25,788
8438,2021-09-26,630
2372,2023-05-29,688
7374,2020-11-23,512
2596,2020-06-14,682
4129,2022-12-27,396
9756,2021-05-12,958
6896,2022-02-10,857
851,2021-02-27,105
1342,2020-05-15,456
8164,2020-09-03,23
9376,2021-09-15,296
5509,2020-06-22,452
9679,2021-09-17,788
6658,2024-03-01,63
7732,2024-08-04,815
4255,2021-01-05,163
3356,2024-02-24,451
5670,2022-07-22,246
2024,2020-10-01,754
4510,2021-01-05,763
1433,2022-08-07,483
8337,2023-09-05,154
5252,2022-05-08,14
8202,2024-01-01,221
1936,2021-03-03,14
2847,2020-11-27,18
673,2020-10-24,257
5315,2020-02-11,232
7327,2020-01-04,269
8256,2022-03-31,159
7758,2024-09-04,533
9754,2024-04-20,856
5730,2021-02-22,439
520,2023-09-11,436
1615,2022-07-25,177
1734,2023-01-21,791
1320,2024-04-19,361
3224,2020-11-28,839
3993,2020-01-30,338
2592,2022-11-20,393
3725,2023-02-26,500
2982,2024-04-04,499
4484,2022-07-03,689
9312,2023-01-31,7
1001,2023-05-03,973
1285,2022-09-01,472
2341,2021-03-27,822
1487,2020-03-13,490
2204,2020-11-27,405
5016,2021-05-07,429
1225,2023-03-13,216
3907,2023-05-28,406
7980,2020-03-03,190
4786,2021-07-07,774
6682,2020-05-28,636
2168,2023-10-31,719
6938,2022-12-18,520
9544,2021-02-27,128
7796,2022-05-23,483
359,2020-08-30,155
8739,2021-07-19,40
9171,2023-11-08,412
815,2021-03-10,912
3701,2022-02-22,190
2316,2024-11-06,347
1692,2020-06-07,700
5154,2024-11-23,849
1132,2023-10-20,380
8116,2021-07-10,230
290,2022-04-27,325
4143,2020-05-24,378
244,2023-02-10,679
6508,2023-12-25,380
3933,2020-05-04,661
4842,2023-07-19,424
8573,2024-01-08,588
3161,2020-05-20,896
6766,2022-05-23,168
4440,2023-04-08,242
8803,2021-07-04,532
960,2024-08-30,701
9287,2023-01-15,453
4098,2020-08-28,450
7173,2022-07-07,580
8723,2024-09-30,161
7322,2023-04-23,55
5655,2023-04-05,938
4867,2024-07-28,19
2227,2023-01-25,772
5097,2022-10-08,708
1061,2020-11-11,685
5319,2022-02-20,282
576,2024-03-18,509
3815,2023-07-18,852
9879,2022-03-05,804
7881,2022-09-14,146
1843,2023-11-03,409
5018,2020-02-10,539
8693,2023-09-28,556
2696,2020-09-27,408
1794,2021-06-20,407
8552,2021-06-15,329
9085,2024-03-12,520
7970,2022-12-05,813
7513,2021-02-08,442
612,2024-06-06,653
9805,2023-10-10,270
4761,2022-11-18,781
6055,2021-10-26,483
8169,2022-06-16,159
1990,2023-08-02,592
6225,2023-11-14,608
6498,2023-02-04,461
1198,2021-05-13,46
3185,2023-05-13,335
5190,2021-09-12,347
9071,2024-03-03,900
3736,2020-10-01,162
2405,2024-04-04,304
2475,2024-11-14,65
1701,2024-06-03,381
153,2023-02-22,661
3946,2021-06-20,588
7711,2023-02-12,983
4851,2020-01-02,479
5687,2024-07-06,334
6930,2023-03-16,284
6291,2023-04-24,442
123,2021-03-20,557
5266,2023-12-08,910
7254,2022-01-22,788
6471,2020-05-03,341
9394,2024-07-18,619
1883,2021-06-04,538
9379,2021-10-09,119
8320,2021-11-16,207
6392,2022-11-27,986
1357,2023-06-23,440
9102,2022-05-04,783
2332,2020-03-30,261
1833,2020-10-26,689
7384,2020-12-29,257
270,2024-04-11,991
624,2021-09-16,201
3947,2024-04-16,707
4640,2024-10-31,353
7915,2024-09-24,368
7095,2020-12-31,243
4329,2022-04-16,806
165,2024-10-26,922
7513,2022-03-17,516
8803,2023-05-28,345
7918,2022-03-04,886
1954,2020-10-07,100
3572,2021-06-29,530
2151,2021-10-16,627
3036,2022-08-20,805
6366,2022-12-02,15
5088,2024-10-30,176
961,2020-02-09,128
2810,2020-12-04,459
2306,2020-08-20,296
4347,2024-12-02,358
984,2021-06-15,838
3461,2024-03-25,905
5250,2023-08-08,303
8056,2024-07-24,435
8682,2023-01-01,11
2067,2021-08-25,681
7382,2024-01-05,213
3723,2021-08-19,960
5235,2022-08-11,49
7140,2022-02-03,619
1513,2024-01-10,305
5365,2021-09-25,930
3557,2020-01-09,972
1407,2022-12-05,534
904,2022-12-04,224
3496,2021-04-30,137
5490,2022-07-06,506
4284,2022-11-14,531
1730,2021-06-19,43
7137,2020-12-06,522
2939,2020-01-15,177
6627,2024-04-18,881
5393,2020-11-30,599
7440,2023-10-05,310
7126,2020-09-22,884
4015,2022-05-07,779
9089,2021-11-21,742
5597,2021-01-30,784
96,2022-12-04,843
6770,2024-07-22,707
1605,2023-04-09,706
359,2020-02-26,790
3219,2024-08-25,853
3160,2023-05-13,155
8596,2021-03-09,341
9272,2020-11-03,668
9179,2023-07-12,500
844,2021-08-19,504
9716,2024-04-16,163
2211,2020-11-06,581
9546,2024-01-29,84
9253,2022-09-25,294
2330,2022-07-23,217
7801,2020-02-18,829
8110,2024-08-25,455
9467,2022-12-07,969
9820,2022-01-28,963
7588,2023-05-11,315
1178,2024-02-11,543
455,2020-02-27,972
8499,2020-01-21,498
1302,2022-02-24,300
7655,2023-03-20,813
391,2023-12-30,734
7464,2023-01-14,845
3015,2021-07-01,599
6885,2024-03-21,163
924,2020-08-28,765
7256,2022-03-16,517
8961,2021-07-22,788
6147,2023-09-20,218
7757,2024-07-13,651
4734,2020-05-21,725
8284,2021-10-08,928
9214,2021-11-23,18
252,2021-02-19,780
2582,2021-10-12,431
4377,2024-06-27,276
7538,2021-10-11,953
317,2023-01-18,206
9349,2020-12-14,407
9605,2020-03-26,232
5904,2021-07-19,559
9203,2023-12-17,995
5371,2022-04-15,251
7731,2022-01-05,373
7273,2024-07-27,809
6437,2022-08-26,947
6137,2021-09-13,287
1428,2022-10-31,217
8016,2023-12-13,987
8686,2020-09-08,191
2668,2021-11-07,154
6486,2023-02-01,824
8159,2023-10-08,468
4701,2023-03-16,861
9919,2024-08-16,319
3569,2021-09-25,317
459,2023-11-15,567
561,2022-04-17,678
3675,2024-11-16,116
1022,2023-10-21,794
1309,2020-10-10,461
3312,2021-02-04,363
8291,2022-10-06,975
2004,2023-05-30,868
7616,2023-02-02,649
6833,2024-09-18,414
3949,2021-08-11,954
9651,2023-08-14,181
204,2023-09-16,910
6151,2021-06-04,988
2744,2024-07-16,263
8377,2024-11-26,858
362,2022-10-14,402
5168,2023-03-04,87
8364,2021-04-05,127
9040,2024-11-26,688
6602,2024-08-15,754
4592,2022-02-12,138
1225,2021-11-20,729
6012,2021-10-12,915
6364,2022-06-18,158
3954,2022-02-24,468
3862,2023-10-21,164
302,2021-05-18,481
7443,2023-08-09,234
5758,2020-11-13,608
6819,2021-09-04,234
5310,2023-02-28,566
7794,2022-11-29,123
6428,2020-10-25,250
8861,2021-09-07,298
9253,2021-04-24,99
2841,2021-10-04,307
5156,2024-08-28,945
3216,2023-07-27,202
2840,2021-05-21,722
395,2021-01-17,636
8195,2024-03-16,577
7675,2024-06-05,806
8266,2021-08-19,389
4072,2024-11-30,28
9666,2020-11-06,747
158,2023-09-24,426
6432,2020-04-27,240
1975,2022-05-14,669
9397,2020-08-08,686
3246,2024-12-01,894
1358,2024-11-24,4
3002,2024-02-13,4
8756,2024-11-13,932
2118,2021-09-26,775
7355,2020-10-20,95
7366,2023-01-31,745
8914,2024-03-30,571
3333,2020-02-01,421
6756,2023-11-02,977
7297,2022-12-12,385
7297,2023-11-10,348
1604,2022-10-26,80
7072,2021-11-13,277
1114,2022-11-02,691
5318,2024-09-16,149
243,2022-05-03,13
2603,2021-06-20,645
232,2020-07-05,564
6434,2023-08-05,811
3744,2024-11-26,746
9153,2024-08-11,979
7204,2023-03-24,876
4007,2022-12-30,304
6792,2022-01-14,491
9397,2020-06-15,368
1209,2021-02-02,115
7379,2024-07-05,348
7324,2023-10-11,139
4832,2022-02-19,940
5514,2024-02-08,220
5589,2023-01-29,378
4280,2023-09-21,869
4787,2020-04-01,514
8381,2024-08-29,685
1109,2021-03-28,638
3045,2021-02-18,685
4536,2021-06-21,658
6062,2022-01-29,412
2214,2021-05-10,465
7758,2023-02-28,895
2418,2023-11-30,311
5989,2023-06-24,85
5653,2021-10-13,361
1664,2023-05-11,435
6246,2023-08-14,527
1180,2024-04-15,437
79,2024-01-07,652
659,2022-02-06,947
1365,2022-12-08,816
1181,2021-08-18,484
7036,2020-07-13,20
3802,2020-05-27,7
6494,2020-04-01,446
8060,2020-07-01,874
6064,2020-02-01,537
9058,2023-12-29,201
8752,2020-11-20,961
421,2024-10-18,331
3225,2020-06-19,341
1745,2023-12-27,10
3030,2023-08-25,689
474,2022-03-10,727
4034,2021-05-02,592
5339,2024-08-07,687
7061,2021-10-29,667
9768,2023-11-03,364
3870,2021-06-05,910
9927,2023-08-15,917
2758,2020-01-29,516
4251,2024-01-29,660
9752,2023-05-01,759
1701,2024-07-14,551
7517,2023-01-07,320
3858,2022-02-05,942
5849,2021-01-15,64
9587,2023-12-07,907
6481,2023-08-08,977
6433,2023-07-26,324
581,2021-08-06,925
6214,2024-04-05,454
1401,2022-03-03,62
1447,2020-06-23,447
1466,2024-06-05,824
1406,2020-01-17,580
4267,2024-11-17,206
3276,2021-10-06,157
9313,2020-04-25,926
4056,2020-05-08,848
497,2020-09-30,161
3834,2022-08-25,32
725,2021-07-27,345
2916,2024-03-08,869
5071,2023-11-18,535
5212,2023-08-01,518
5585,2023-06-07,443
7685,2022-03-09,433
1406,2023-04-21,822
86,2021-01-31,505
5922,2022-01-09,199
1439,2023-10-26,417
2579,2021-10-01,62
6669,2022-01-24,601
2874,2022-06-17,349
158,2023-11-29,159
9063,2023-12-31,680
2473,2023-04-16,346
1930,2022-11-11,242
6165,2020-03-18,494
2255,2022-05-24,546
1004,2024-08-11,185
7056,2021-07-22,794
3963,2024-05-27,98
1715,2021-10-28,216
5017,2023-01-02,154
4318,2020-03-28,348
2274,2023-06-06,741
6567,2022-02-08,163
905,2022-05-15,1
3950,2020-07-20,120
3677,2022-09-08,260
9416,2024-10-20,168
2160,2024-07-03,534
551,2022-06-02,606
528,2021-02-17,636
9932,2021-10-16,458
1881,2020-11-27,421
7820,2021-04-19,471
6051,2023-03-04,810
9772,2024-05-02,743
1470,2021-02-01,37
2543,2024-01-15,107
38,2023-10-10,176
192,2023-12-09,172
7655,2024-02-17,569
9488,2022-10-04,112
5938,2022-03-13,147
5939,2022-04-26,24
8390,2023-05-13,850
159,2021-03-06,369
6051,2024-07-27,399
2900,2021-09-18,180
8382,2023-08-07,854
8021,2021-02-22,816
2062,2020-08-02,561
7777,2024-01-31,769
3838,2021-02-22,630
5348,2024-08-13,337
4922,2022-10-04,715
3582,2020-08-16,45
2891,2023-04-07,795
1320,2023-12-08,606
3772,2022-02-18,699
676,2020-11-17,361
981,2020-07-13,101
5636,2023-10-31,923
460,2021-08-15,496
8977,2024-08-16,957
9938,2024-08-22,412
2189,2021-09-16,688
924,2024-10-09,232
6027,2023-08-12,100
3953,2022-04-12,947
3415,2022-07-20,416
3530,2021-08-10,633
5974,2023-02-19,739
8804,2020-01-14,431
32,2020-11-11,25
3139,2020-06-20,403
7516,2020-05-30,890
3688,2021-08-10,761
9756,2022-08-27,495
6344,2022-09-25,441
8933,2021-07-01,420
1469,2022-06-26,937
9632,2024-05-20,359
8592,2022-06-22,134
6106,2020-02-14,518
2021,2023-09-07,621
6199,2022-02-22,976
5145,2023-04-17,619
8939,2022-02-11,309
9559,2020-09-15,330
641,2020-08-22,767
9440,2024-05-19,91
8789,2023-07-26,460
8755,2021-08-05,215
5456,2024-10-29,50
4480,2024-06-25,482
8949,2023-03-28,169
8199,2021-08-15,706
1882,2020-09-01,815
6148,2023-04-25,603
9102,2020-06-18,84
6362,2020-02-09,351
9615,2022-02-26,181
448,2021-03-16,913
2029,2021-11-28,913
7463,2023-07-03,920
9344,2020-09-03,682
8685,2020-08-03,252
1231,2020-04-19,715
457,2023-04-10,585
3496,2020-09-19,703
4476,2024-05-08,956
7930,2022-01-03,550
3293,2022-10-23,975
1920,2020-06-20,963
3295,2023-08-02,129
5973,2021-07-15,8
8545,2022-04-24,229
